symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff
PESI,ALGO_ADX_28,16,14,2,0.2206,11.1250,2.2936,"[2022-07-22T21:30:00+00:00, 2022-08-04T21:30:00+00:00, 2022-08-08T21:30:00+00:00, 2023-02-08T21:30:00+00:00, 2023-06-28T21:30:00+00:00, 2023-06-30T21:30:00+00:00, 2023-08-10T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-21T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[2022-08-03T21:30:00+00:00, 2022-08-05T21:30:00+00:00, 2023-02-07T21:30:00+00:00, 2023-02-09T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-08-09T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-08-18T21:30:00+00:00, 2023-08-22T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[8.0, 1.0, 126.0, 1.0, 1.0, 27.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0]","[0.2999999999999998, 0.20000000000000018, 0.13999999999999968, 0.07000000000000028, -0.07000000000000028, 0.620000000000001, 0.05999999999999872, 0.27999999999999936, -0.22999999999999865, 0.3200000000000003, 0.1999999999999993, 0.28000000000000114, 0.27999999999999936, 0.129999999999999, 0.35999999999999943, 0.5899999999999999]","[5.586592178770947, 3.63636363636364, 2.4390243902438966, 1.1666666666666714, -0.6323396567299032, 5.585585585585594, 0.5008347245408908, 2.2913256955810093, -1.8593371059013635, 2.537668517049963, 1.6366612111292904, 2.347024308466062, 2.1571648690292706, 1.0998307952622588, 2.9654036243822026, 5.239786856127885]",2023-10-03 20:48:26,0.875,ADX_28_1D_STOCK_RESULTS,2023-09-19 21:30:00+00:00,15
RSG,ALGO_ADX_28,8,8,0,3.1350,33.3750,2.2123,"[2022-07-22T21:30:00+00:00, 2022-08-01T21:30:00+00:00, 2022-08-05T21:30:00+00:00, 2022-08-09T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[2022-07-29T21:30:00+00:00, 2022-08-04T21:30:00+00:00, 2022-08-08T21:30:00+00:00, 2022-08-16T21:30:00+00:00, 2023-06-28T21:30:00+00:00, 2023-06-30T21:30:00+00:00, 2023-07-24T21:30:00+00:00, 2023-09-14T21:30:00+00:00]","[5.0, 3.0, 1.0, 5.0, 216.0, 1.0, 14.0, 22.0]","[6.609999999999985, 2.1299999999999955, 2.030000000000001, 1.7700000000000102, 3.5, 2.680000000000007, 2.5500000000000114, 3.8100000000000023]","[5.028145443480895, 1.5441496302740287, 1.4417613636363644, 1.233879400487982, 2.3863094020590445, 1.8053216571236153, 1.6757573766182636, 2.583401139137512]",2023-10-03 21:02:59,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-14 21:30:00+00:00,20
ROST,ALGO_ADX_28,24,21,3,2.1629,6.7500,2.1266,"[2022-07-22T21:30:00+00:00, 2022-08-10T21:30:00+00:00, 2022-08-15T21:30:00+00:00, 2022-08-18T21:30:00+00:00, 2022-08-23T21:30:00+00:00, 2022-08-26T21:30:00+00:00, 2022-09-13T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2022-11-02T21:30:00+00:00, 2022-11-04T21:30:00+00:00, 2022-11-14T21:30:00+00:00, 2022-11-17T21:30:00+00:00, 2022-11-22T21:30:00+00:00, 2023-04-19T21:30:00+00:00, 2023-04-24T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-21T21:30:00+00:00, 2023-08-01T21:30:00+00:00, 2023-08-18T21:30:00+00:00, 2023-08-22T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[2022-08-09T21:30:00+00:00, 2022-08-12T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2022-08-22T21:30:00+00:00, 2022-08-25T21:30:00+00:00, 2022-09-12T21:30:00+00:00, 2022-10-27T21:30:00+00:00, 2022-11-01T21:30:00+00:00, 2022-11-03T21:30:00+00:00, 2022-11-11T21:30:00+00:00, 2022-11-16T21:30:00+00:00, 2022-11-21T21:30:00+00:00, 2022-11-25T21:30:00+00:00, 2023-04-21T21:30:00+00:00, 2023-06-16T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-07-20T21:30:00+00:00, 2023-07-31T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-08-21T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[12.0, 2.0, 2.0, 2.0, 2.0, 10.0, 32.0, 2.0, 1.0, 5.0, 2.0, 2.0, 2.0, 2.0, 38.0, 9.0, 6.0, 4.0, 6.0, 12.0, 1.0, 2.0, 4.0, 2.0]","[1.3400000000000034, 2.1999999999999886, 1.6200000000000045, -1.7550000000000097, 1.6949999999999932, 2.8599999999999994, 1.720000000000013, 2.4199999999999875, -1.6099999999999994, 4.039999999999992, -0.030000000000001137, 10.099999999999994, 2.5, 3.190000000000012, 2.3799999999999955, 3.490000000000009, 0.5, 2.1899999999999977, 1.5200000000000102, 1.2900000000000063, 2.1200000000000045, 3.3900000000000006, 2.1700000000000017, 2.569999999999993]","[1.5990453460620568, 2.5545750116116914, 1.8080357142857193, -1.9119729818063074, 1.9222045815377558, 3.1366527747313, 1.8653074503850051, 2.573373032752007, -1.7098555649957512, 4.31393486385477, -0.031240237425805624, 10.397364628371417, 2.192213258505787, 3.094983991462125, 2.24042172644262, 3.2416867917518197, 0.4505722267279445, 1.9768911355840384, 1.346204941989204, 1.1269328208264229, 1.8197424892703902, 2.869719800220097, 1.817572661026888, 2.343821249429998]",2023-10-03 21:02:52,0.875,ADX_28_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
STEP,ALGO_ADX_28,9,9,0,0.6000,31.7778,2.1027,"[2022-07-22T21:30:00+00:00, 2022-08-01T21:30:00+00:00, 2022-08-03T21:30:00+00:00, 2022-08-05T21:30:00+00:00, 2022-08-12T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2022-08-19T21:30:00+00:00, 2022-11-14T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[2022-07-29T21:30:00+00:00, 2022-08-02T21:30:00+00:00, 2022-08-04T21:30:00+00:00, 2022-08-11T21:30:00+00:00, 2022-08-16T21:30:00+00:00, 2022-08-18T21:30:00+00:00, 2022-11-11T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[5.0, 1.0, 1.0, 4.0, 2.0, 1.0, 59.0, 210.0, 3.0]","[0.879999999999999, 0.3999999999999986, 0.4800000000000004, 0.759999999999998, 0.6799999999999997, 0.5199999999999996, 0.10999999999999943, 0.42999999999999616, 1.139999999999997]","[3.504579848665866, 1.5209125475285117, 1.7531044558071602, 2.6601330066503253, 2.3208191126279853, 1.7385489802741545, 0.3627968337730852, 1.3568949195329634, 3.7061118335500547]",2023-10-03 21:10:00,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
SKYY,ALGO_ADX_28,8,7,1,1.5450,27.8750,2.1013,"[2022-07-27T21:30:00+00:00, 2022-07-29T21:30:00+00:00, 2022-08-03T21:30:00+00:00, 2022-08-05T21:30:00+00:00, 2022-08-09T21:30:00+00:00, 2022-08-12T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[2022-07-28T21:30:00+00:00, 2022-08-02T21:30:00+00:00, 2022-08-04T21:30:00+00:00, 2022-08-08T21:30:00+00:00, 2022-08-11T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-05T21:30:00+00:00]","[1.0, 2.0, 1.0, 1.0, 2.0, 213.0, 1.0, 2.0]","[1.6599999999999966, 0.2600000000000051, 2.3599999999999994, 2.3000000000000114, 3.6400000000000006, -0.37000000000000455, 1.3799999999999955, 1.1300000000000097]","[2.4868913857677852, 0.37222619899785986, 3.2691508519185475, 3.125000000000016, 4.8275862068965525, -0.4799584900765398, 1.7926734216679598, 1.4165726463582922]",2023-10-03 21:07:09,0.875,ADX_28_1D_STOCK_RESULTS,2023-09-05 21:30:00+00:00,29
LIN,ALGO_ADX_28,19,19,0,7.1364,10.8947,2.0978,"[2022-07-22T21:30:00+00:00, 2022-08-01T21:30:00+00:00, 2022-08-12T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2022-11-10T21:30:00+00:00, 2023-01-10T21:30:00+00:00, 2023-01-13T21:30:00+00:00, 2023-02-09T21:30:00+00:00, 2023-02-28T21:30:00+00:00, 2023-03-03T21:30:00+00:00, 2023-03-07T21:30:00+00:00, 2023-05-19T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-18T21:30:00+00:00, 2023-07-20T21:30:00+00:00, 2023-07-25T21:30:00+00:00, 2023-08-03T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-12T21:30:00+00:00]","[2022-07-29T21:30:00+00:00, 2022-08-11T21:30:00+00:00, 2022-08-16T21:30:00+00:00, 2022-11-09T21:30:00+00:00, 2022-11-15T21:30:00+00:00, 2023-01-12T21:30:00+00:00, 2023-02-08T21:30:00+00:00, 2023-02-27T21:30:00+00:00, 2023-03-02T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-04-14T21:30:00+00:00, 2023-06-16T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-07-24T21:30:00+00:00, 2023-08-02T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[5.0, 8.0, 2.0, 59.0, 3.0, 2.0, 17.0, 11.0, 2.0, 1.0, 27.0, 19.0, 9.0, 8.0, 1.0, 2.0, 6.0, 22.0, 3.0]","[11.949999999999989, 8.810000000000002, 3.3100000000000023, 7.23599999999999, 9.019999999999982, 5.819999999999993, 10.600000000000023, 10.024999999999977, 5.919999999999959, 4.980000000000018, 4.970000000000027, 7.180000000000007, 7.610000000000014, 7.389999999999986, 5.5, 8.889999999999986, 0.06999999999999318, 8.060000000000002, 8.25]","[4.161153283654846, 2.9324634690277276, 1.0817700503300876, 2.3458166917371197, 2.733333333333328, 1.8052669127454304, 3.212121212121219, 2.9816786627803156, 1.718582169709977, 1.402737873922601, 1.3960674157303448, 1.9427983873149897, 2.0325854700854737, 1.9912696701875368, 1.4593117355196477, 2.363670202866179, 0.018155881208661177, 2.1104448692100237, 2.169054817930853]",2023-10-03 20:04:28,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,23
CRBG,ALGO_ADX_28,7,6,1,0.3814,7.8571,2.0430,"[2023-07-06T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-08-07T21:30:00+00:00, 2023-09-27T21:30:00+00:00]","[2023-07-10T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-18T21:30:00+00:00, 2023-08-04T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[2.0, 1.0, 1.0, 1.0, 12.0, 35.0, 3.0]","[0.3200000000000003, 0.7200000000000024, 0.5100000000000016, 0.21000000000000085, 0.4399999999999977, 0.46999999999999886, 0.0]","[1.803833145434049, 3.927986906710325, 2.7375201288244853, 1.1260053619302994, 2.298850574712632, 2.4065540194572392, 0.0]",2023-10-03 17:57:07,0.8571428571428571,ADX_28_1D_STOCK_RESULTS,2023-10-02 21:30:00+00:00,2
SOCL,ALGO_ADX_28,11,10,1,0.7091,20.9091,1.9468,"[2022-07-26T21:30:00+00:00, 2022-08-05T21:30:00+00:00, 2022-08-10T21:30:00+00:00, 2022-08-15T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-03-27T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-09-06T21:30:00+00:00]","[2022-08-04T21:30:00+00:00, 2022-08-09T21:30:00+00:00, 2022-08-12T21:30:00+00:00, 2023-01-19T21:30:00+00:00, 2023-03-24T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-13T21:30:00+00:00, 2023-06-16T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-08-01T21:30:00+00:00, 2023-09-05T21:30:00+00:00]","[7.0, 2.0, 2.0, 108.0, 14.0, 50.0, 3.0, 2.0, 16.0, 12.0, 14.0]","[1.0700000000000003, 0.29999999999999716, 0.21999999999999886, -0.3499999999999943, 0.5300000000000011, 0.5500000000000043, 1.2000000000000028, 1.240000000000002, 2.229999999999997, 0.3200000000000003, 0.490000000000002]","[3.2522796352583594, 0.8955223880596931, 0.6445941986522087, -1.0150812064965034, 1.4693651233712257, 1.5064365927143366, 3.3003300330033083, 3.3066666666666715, 5.948252867431306, 0.8010012515644562, 1.3052743740010708]",2023-10-03 21:08:55,0.9090909090909091,ADX_28_1D_STOCK_RESULTS,2023-09-05 21:30:00+00:00,29
CWAN,ALGO_ADX_28,18,18,0,0.3400,13.8889,1.9251,"[2022-09-01T21:30:00+00:00, 2022-09-09T21:30:00+00:00, 2022-09-29T21:30:00+00:00, 2022-10-03T21:30:00+00:00, 2022-11-07T21:30:00+00:00, 2022-11-09T21:30:00+00:00, 2022-11-14T21:30:00+00:00, 2022-11-16T21:30:00+00:00, 2022-12-02T21:30:00+00:00, 2022-12-06T21:30:00+00:00, 2022-12-09T21:30:00+00:00, 2022-12-15T21:30:00+00:00, 2022-12-20T21:30:00+00:00, 2022-12-22T21:30:00+00:00, 2023-01-03T21:30:00+00:00, 2023-01-25T21:30:00+00:00, 2023-01-30T21:30:00+00:00, 2023-02-01T21:30:00+00:00]","[2022-09-08T21:30:00+00:00, 2022-09-28T21:30:00+00:00, 2022-09-30T21:30:00+00:00, 2022-11-04T21:30:00+00:00, 2022-11-08T21:30:00+00:00, 2022-11-11T21:30:00+00:00, 2022-11-15T21:30:00+00:00, 2022-12-01T21:30:00+00:00, 2022-12-05T21:30:00+00:00, 2022-12-08T21:30:00+00:00, 2022-12-14T21:30:00+00:00, 2022-12-19T21:30:00+00:00, 2022-12-21T21:30:00+00:00, 2022-12-30T21:30:00+00:00, 2023-01-24T21:30:00+00:00, 2023-01-27T21:30:00+00:00, 2023-01-31T21:30:00+00:00, 2023-09-26T21:30:00+00:00]","[4.0, 13.0, 1.0, 24.0, 1.0, 2.0, 1.0, 10.0, 1.0, 2.0, 3.0, 2.0, 1.0, 5.0, 14.0, 2.0, 1.0, 163.0]","[0.4499999999999993, 0.5100000000000016, 0.129999999999999, 0.33000000000000185, 0.5500000000000007, 0.19000000000000128, 0.4400000000000013, 0.5299999999999976, 0.2799999999999976, 0.240000000000002, 0.19000000000000128, 0.4800000000000004, 0.26000000000000156, 0.0799999999999983, 0.8099999999999987, 0.18999999999999773, 0.3200000000000003, 0.14000000000000057]","[2.9585798816568, 3.157894736842115, 0.7728894173602795, 1.9208381839348188, 3.2660332541567736, 1.1183048852266115, 2.4636058230683164, 2.8851388132825124, 1.5167930660888276, 1.328903654485061, 1.049144119271128, 2.6740947075208936, 1.4468558708959465, 0.43126684636117674, 4.299363057324834, 0.9984235417761309, 1.6494845360824757, 0.7139214686384527]",2023-10-03 18:02:40,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-26 21:30:00+00:00,8
SLB,ALGO_ADX_28,23,20,3,0.8204,9.2609,1.7061,"[2022-07-28T21:30:00+00:00, 2022-08-23T21:30:00+00:00, 2022-08-25T21:30:00+00:00, 2022-10-07T21:30:00+00:00, 2022-10-17T21:30:00+00:00, 2022-10-20T21:30:00+00:00, 2022-10-25T21:30:00+00:00, 2022-12-16T21:30:00+00:00, 2022-12-21T21:30:00+00:00, 2023-01-10T21:30:00+00:00, 2023-01-13T21:30:00+00:00, 2023-01-20T21:30:00+00:00, 2023-01-24T21:30:00+00:00, 2023-01-26T21:30:00+00:00, 2023-01-31T21:30:00+00:00, 2023-02-02T21:30:00+00:00, 2023-02-14T21:30:00+00:00, 2023-02-16T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-07-24T21:30:00+00:00, 2023-07-27T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-07T21:30:00+00:00]","[2022-08-22T21:30:00+00:00, 2022-08-24T21:30:00+00:00, 2022-10-06T21:30:00+00:00, 2022-10-14T21:30:00+00:00, 2022-10-19T21:30:00+00:00, 2022-10-24T21:30:00+00:00, 2022-10-27T21:30:00+00:00, 2022-12-20T21:30:00+00:00, 2023-01-09T21:30:00+00:00, 2023-01-12T21:30:00+00:00, 2023-01-19T21:30:00+00:00, 2023-01-23T21:30:00+00:00, 2023-01-25T21:30:00+00:00, 2023-01-30T21:30:00+00:00, 2023-02-01T21:30:00+00:00, 2023-02-13T21:30:00+00:00, 2023-02-15T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-21T21:30:00+00:00, 2023-07-26T21:30:00+00:00, 2023-08-10T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-06T21:30:00+00:00]","[17.0, 1.0, 29.0, 5.0, 2.0, 2.0, 2.0, 2.0, 11.0, 2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 7.0, 1.0, 101.0, 4.0, 2.0, 10.0, 5.0, 2.0]","[0.07000000000000028, 1.4299999999999997, 1.2600000000000051, 1.009999999999998, 1.0, 4.060000000000002, 1.1099999999999994, 1.0, 2.4299999999999997, 0.6299999999999955, -1.7000000000000028, 0.00999999999999801, 1.0799999999999983, 0.010000000000005116, 0.6299999999999955, 0.6400000000000006, -0.259999999999998, 0.8299999999999983, -0.7999999999999972, 0.8299999999999983, 1.4200000000000017, 1.7100000000000009, 0.46999999999999886]","[0.1910480349344986, 3.7920975868469897, 3.1405782652043994, 2.374794262873261, 2.3255813953488373, 8.826086956521744, 2.1391404894970116, 2.0429009193054135, 4.597918637653736, 1.1330935251798477, -2.9315399206759833, 0.017394329448596296, 1.9974107638246685, 0.0176616036736226, 1.1194029850746188, 1.158161418747739, -0.46091118595993263, 1.482142857142854, -1.4129282938890801, 1.4763429384560625, 2.4495428670001753, 2.9785751611217575, 0.7852965747702569]",2023-10-03 21:07:38,0.8695652173913043,ADX_28_1D_STOCK_RESULTS,2023-09-06 21:30:00+00:00,28
SEVN,ALGO_ADX_28,15,14,1,0.1709,12.1333,1.6920,"[2022-07-22T21:30:00+00:00, 2022-08-10T21:30:00+00:00, 2023-01-18T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-06-23T21:30:00+00:00, 2023-06-28T21:30:00+00:00, 2023-07-06T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-07-27T21:30:00+00:00, 2023-08-04T21:30:00+00:00, 2023-08-09T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-21T21:30:00+00:00, 2023-08-28T21:30:00+00:00]","[2022-08-09T21:30:00+00:00, 2023-01-17T21:30:00+00:00, 2023-02-03T21:30:00+00:00, 2023-06-16T21:30:00+00:00, 2023-06-22T21:30:00+00:00, 2023-06-27T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-08-03T21:30:00+00:00, 2023-08-08T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-08-18T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[12.0, 109.0, 12.0, 1.0, 2.0, 2.0, 4.0, 6.0, 2.0, 5.0, 2.0, 4.0, 2.0, 4.0, 15.0]","[0.08999999999999986, 0.33000000000000007, -0.4452999999999996, 0.09999999999999964, 0.5099999999999998, 0.26900000000000013, 0.2699999999999996, 0.23000000000000043, 0.2400000000000002, 0.1999999999999993, 0.17999999999999972, 0.030000000000001137, 0.09999999999999964, 0.25, 0.20999999999999908]","[0.8387698042870442, 3.1073446327683625, -3.9511978704525252, 1.0752688172042972, 5.340314136125652, 2.7168972831027185, 2.6341463414634103, 2.1759697256386037, 2.2119815668202785, 1.9569471624266075, 1.739130434782606, 0.28708133971292954, 0.960614793467816, 2.358490566037736, 1.9283746556473742]",2023-10-03 21:05:43,0.9333333333333333,ADX_28_1D_STOCK_RESULTS,2023-09-19 21:30:00+00:00,15
BITI,ALGO_ADX_28,7,6,1,0.3586,10.1429,1.6467,"[2023-05-22T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-08-22T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-13T21:30:00+00:00]","[2023-05-25T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-13T21:30:00+00:00, 2023-06-16T21:30:00+00:00, 2023-08-21T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-12T21:30:00+00:00]","[3.0, 6.0, 4.0, 2.0, 43.0, 11.0, 2.0]","[0.379999999999999, 0.6700000000000017, 0.5299999999999976, 0.33999999999999986, 0.639999999999997, 0.1999999999999993, -0.25]","[1.7455213596692651, 3.0330466274332357, 2.459396751740128, 1.5294646873594235, 2.987861811391209, 0.9078529278256889, -1.1363636363636365]",2023-10-03 17:30:10,0.8571428571428571,ADX_28_1D_STOCK_RESULTS,2023-09-12 21:30:00+00:00,22
AMUB,ALGO_ADX_28,22,19,3,0.1434,40.8182,1.6135,"[2019-07-10T21:30:00+00:00, 2020-06-12T21:30:00+00:00, 2020-06-17T21:30:00+00:00, 2020-12-11T21:30:00+00:00, 2021-01-14T21:30:00+00:00, 2021-02-26T21:30:00+00:00, 2021-03-03T21:30:00+00:00, 2021-03-09T21:30:00+00:00, 2021-03-12T21:30:00+00:00, 2021-04-30T21:30:00+00:00, 2021-05-07T21:30:00+00:00, 2021-05-14T21:30:00+00:00, 2021-06-09T21:30:00+00:00, 2021-06-14T21:30:00+00:00, 2022-03-10T21:30:00+00:00, 2022-04-06T21:30:00+00:00, 2022-04-14T21:30:00+00:00, 2022-04-22T21:30:00+00:00, 2022-06-03T21:30:00+00:00, 2022-06-09T21:30:00+00:00, 2023-01-26T21:30:00+00:00, 2023-07-26T21:30:00+00:00, 2023-09-22T21:30:00+00:00]","[2019-11-21T21:30:00+00:00, 2020-06-16T21:30:00+00:00, 2020-12-10T21:30:00+00:00, 2021-01-13T21:30:00+00:00, 2021-02-25T21:30:00+00:00, 2021-03-02T21:30:00+00:00, 2021-03-08T21:30:00+00:00, 2021-03-11T21:30:00+00:00, 2021-04-29T21:30:00+00:00, 2021-05-06T21:30:00+00:00, 2021-05-13T21:30:00+00:00, 2021-06-08T21:30:00+00:00, 2021-06-11T21:30:00+00:00, 2022-03-09T21:30:00+00:00, 2022-04-05T21:30:00+00:00, 2022-04-13T21:30:00+00:00, 2022-04-21T21:30:00+00:00, 2022-06-02T21:30:00+00:00, 2022-06-08T21:30:00+00:00, 2023-01-25T21:30:00+00:00, 2023-07-25T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[95.0, 2.0, 123.0, 21.0, 28.0, 2.0, 3.0, 2.0, 33.0, 4.0, 4.0, 16.0, 2.0, 185.0, 18.0, 5.0, 4.0, 28.0, 3.0, 157.0, 123.0, 40.0]","[-3.0717, 0.9599999999999991, 0.049999999999998934, 0.4299999999999997, 0.29999999999999893, 0.33000000000000007, 0.2599999999999998, 0.3149999999999995, 0.35999999999999943, 0.02999999999999936, -0.0600000000000005, 0.47000000000000064, 0.5199999999999996, -0.19000000000000128, 0.11990000000000123, 0.5568000000000008, 0.21439999999999948, 0.2900000000000009, 0.33000000000000007, 0.2699999999999996, 0.35079999999999956, 0.3200000000000003]","[-18.996994322609375, 10.607734806629823, 0.5285412262156336, 4.516806722689073, 2.961500493583405, 3.303303303303304, 2.4714828897338386, 2.9577464788732346, 3.281677301731991, 0.2671415850400655, -0.5119453924914719, 3.8778877887788834, 4.159999999999997, -1.4459665144596747, 0.9201771283413115, 4.227758331371826, 1.563822027716991, 2.093862815884483, 2.3338048090523342, 1.888111888111885, 2.383281700092393, 2.108036890645588]",2023-10-03 17:10:33,0.8636363636363636,ADX_28_1D_STOCK_RESULTS,2023-09-21 21:30:00+00:00,13
